Driver,Year,Round,EventName,Team,Qualifying_Pace,BestQualifyingTime,FieldMedian,QualifyingPosition,GridPosition,Race_Pace,TotalCleanLaps,NumStints,QP_Score,RP_Score,Overall_Pace_Score
HAM,2021,15,Russian Grand Prix,Mercedes,-1.551000000000002,104.05,105.601,4.0,4.0,98.71754454926624,36.0,2.0,7.949833887043187,9.956342324837236,8.95308810594021
RIC,2021,15,Russian Grand Prix,McLaren,-1.4449999999999932,104.156,105.601,5.0,5.0,99.14718692408952,43.0,2.0,7.844186046511617,8.409736056658955,8.126961051585287
ALO,2021,15,Russian Grand Prix,Alpine,-1.3970000000000056,104.204,105.601,6.0,6.0,99.35333619210977,44.0,2.0,7.796345514950167,7.667649687194939,7.731997601072553
BOT,2021,15,Russian Grand Prix,Mercedes,-0.8910000000000053,104.71,105.601,7.0,16.0,99.62683663138516,41.0,2.0,7.2920265780730915,6.683115761958006,6.987571170015549
STR,2021,15,Russian Grand Prix,Aston Martin,-0.644999999999996,104.956,105.601,8.0,7.0,99.61707722685388,43.0,2.0,7.04684385382059,6.718247204074247,6.882545528947419
PER,2021,15,Russian Grand Prix,Red Bull Racing,-0.2639999999999958,105.337,105.601,9.0,8.0,99.08331346483703,44.0,2.0,6.667109634551487,8.639664709508262,7.653387172029874
OCO,2021,15,Russian Grand Prix,Alpine,0.2639999999999958,105.865,105.601,10.0,9.0,99.66255199648968,43.0,2.0,6.140863787375416,6.554549282537463,6.34770653495644
VET,2021,15,Russian Grand Prix,Aston Martin,0.9719999999999942,106.573,105.601,11.0,10.0,99.58234708205352,43.0,2.0,5.435215946843856,6.843267134115029,6.139241540479443
GAS,2021,15,Russian Grand Prix,AlphaTauri,1.0400000000000065,106.641,105.601,12.0,11.0,99.65704672057502,42.0,2.0,5.367441860465107,6.574366913983064,5.970904387224085
TSU,2021,15,Russian Grand Prix,AlphaTauri,1.1500000000000057,106.751,105.601,13.0,12.0,99.98528485964106,41.0,2.0,5.25780730897009,5.392790810034915,5.325299059502503
LAT,2021,15,Russian Grand Prix,Williams,2.650999999999996,108.252,105.601,14.0,18.0,99.76332594339624,40.0,2.0,3.7617940199335553,6.191788002254438,4.976791011093997
LEC,2021,15,Russian Grand Prix,Ferrari,2.869,108.47,105.601,15.0,19.0,99.3399845626072,44.0,2.0,3.544518272425246,7.715712250594406,5.630115261509825
RAI,2021,15,Russian Grand Prix,Alfa Romeo Racing,3.985,109.586,105.601,16.0,13.0,99.65273804300132,43.0,2.0,2.43222591362126,6.5898770874052985,4.511051500513279
MSC,2021,15,Russian Grand Prix,Haas F1 Team,4.228999999999999,109.83,105.601,17.0,14.0,100.68571044992744,26.0,2.0,2.189036544850496,2.8714319501808285,2.5302342475156623
GIO,2021,15,Russian Grand Prix,Alfa Romeo Racing,5.421999999999997,111.023,105.601,18.0,17.0,100.07230556833872,41.0,2.0,1.0,5.079537785147672,3.039768892573836
MAZ,2021,15,Russian Grand Prix,,,,,,,101.20558838133068,38.0,2.0,0.1,1.0,0.55
VER,2021,15,Russian Grand Prix,,,,,,,99.14270619946092,42.0,2.0,0.1,8.425865556919238,4.262932778459619
HAM,2021,16,Turkish Grand Prix,Mercedes,-1.6820000000000164,82.868,84.55000000000001,1.0,11.0,92.78511347962382,55.0,2.0,10.0,8.362838852112347,9.181419426056173
BOT,2021,16,Turkish Grand Prix,Mercedes,-1.5520000000000067,82.998,84.55000000000001,2.0,1.0,92.20830448926478,53.0,2.0,9.790360150510644,10.0,9.895180075255322
VER,2021,16,Turkish Grand Prix,Red Bull Racing,-1.3540000000000134,83.196,84.55000000000001,3.0,2.0,92.40472541507025,54.0,2.0,9.471062533596124,9.44249705927668,9.456779796436402
LEC,2021,16,Turkish Grand Prix,Ferrari,-1.2850000000000108,83.265,84.55000000000001,4.0,3.0,92.70661128526646,55.0,2.0,9.359792151944088,8.585652200679935,8.972722176312011
GAS,2021,16,Turkish Grand Prix,AlphaTauri,-1.224000000000018,83.326,84.55000000000001,5.0,4.0,92.7553448275862,55.0,2.0,9.261422684106794,8.447331433461741,8.854377058784268
ALO,2021,16,Turkish Grand Prix,Alpine,-1.0730000000000075,83.477,84.55000000000001,6.0,5.0,93.95131554977227,53.0,2.0,9.017917935853776,5.052799043882604,7.035358489868189
PER,2021,16,Turkish Grand Prix,Red Bull Racing,-0.8440000000000083,83.706,84.55000000000001,7.0,6.0,92.70282821316614,55.0,2.0,8.648629277907173,8.596389721706513,8.622509499806842
NOR,2021,16,Turkish Grand Prix,McLaren,-0.5960000000000178,83.954,84.55000000000001,8.0,7.0,92.88734420062696,55.0,2.0,8.248700949650605,8.072676653976876,8.160688801813741
TSU,2021,16,Turkish Grand Prix,AlphaTauri,-0.4960000000000093,84.054,84.55000000000001,10.0,9.0,93.86832465842552,53.0,2.0,8.087439526966483,5.288352693725932,6.687896110346207
STR,2021,16,Turkish Grand Prix,Aston Martin,-0.2450000000000045,84.305,84.55000000000001,9.0,8.0,93.25778119122258,55.0,2.0,7.682673356029367,7.0212626523225765,7.351968004175972
VET,2021,16,Turkish Grand Prix,Aston Martin,0.2449999999999903,84.795,84.55000000000001,11.0,10.0,93.4650956408588,53.0,2.0,6.8924923848772535,6.432840543768273,6.662666464322763
OCO,2021,16,Turkish Grand Prix,Alpine,0.2919999999999874,84.842,84.55000000000001,12.0,12.0,94.11144702194358,55.0,1.0,6.816699516215728,4.5982967230541805,5.707498119634954
RUS,2021,16,Turkish Grand Prix,Williams,0.4569999999999936,85.007,84.55000000000001,13.0,13.0,94.08096360153256,54.0,2.0,6.550618168786942,4.684818036670588,5.617718102728765
SAI,2021,16,Turkish Grand Prix,Ferrari,0.6269999999999953,85.177,84.55000000000001,15.0,19.0,92.74420626959248,55.0,2.0,6.276473750223957,8.478946083537636,7.3777099168807965
MSC,2021,16,Turkish Grand Prix,Haas F1 Team,0.6499999999999915,85.2,84.55000000000001,14.0,14.0,95.24977109317682,47.0,2.0,6.239383623006619,1.3673832416808536,3.803383432343736
RIC,2021,16,Turkish Grand Prix,McLaren,1.3309999999999889,85.881,84.55000000000001,16.0,20.0,93.89973454782044,53.0,2.0,5.141193334527856,5.199201776461611,5.170197555494734
LAT,2021,16,Turkish Grand Prix,Williams,1.5359999999999872,86.086,84.55000000000001,17.0,15.0,93.78316644562334,52.0,2.0,4.810607418025441,5.530057867801808,5.170332642913625
GIO,2021,16,Turkish Grand Prix,Alfa Romeo Racing,1.8799999999999957,86.43,84.55000000000001,18.0,16.0,93.85113090676884,54.0,2.0,4.2558681239921,5.337153843966665,4.796510983979383
RAI,2021,16,Turkish Grand Prix,Alfa Romeo Racing,2.9749999999999943,87.525,84.55000000000001,19.0,17.0,93.95108237547892,54.0,2.0,2.490055545601134,5.053460864173462,3.771758204887298
MAZ,2021,16,Turkish Grand Prix,Haas F1 Team,3.8989999999999863,88.449,84.55000000000001,20.0,18.0,95.37920853858785,42.0,2.0,1.0,1.0,1.0
VER,2021,17,United States Grand Prix,Red Bull Racing,-2.189500000000009,92.91,95.0995,1.0,1.0,98.85184839650144,49.0,3.0,10.0,9.868117060005543,9.934058530002773
HAM,2021,17,United States Grand Prix,Mercedes,-1.9805000000000064,93.119,95.0995,2.0,2.0,98.78863857142856,50.0,3.0,9.515954709212552,10.0,9.757977354606275
PER,2021,17,United States Grand Prix,Red Bull Racing,-1.9655000000000056,93.134,95.0995,3.0,3.0,99.43852332361516,49.0,3.0,9.481214616572304,8.644060291622342,9.062637454097324
BOT,2021,17,United States Grand Prix,Mercedes,-1.6245000000000118,93.475,95.0995,4.0,9.0,100.11295481049562,49.0,3.0,8.691456510550704,7.236905514464499,7.964181012507602
LEC,2021,17,United States Grand Prix,Ferrari,-1.4935000000000116,93.606,95.0995,5.0,4.0,99.68518221574344,49.0,3.0,8.388059701492546,8.129423526971571,8.258741614232058
SAI,2021,17,United States Grand Prix,Ferrari,-1.3075000000000043,93.792,95.0995,6.0,5.0,100.24632857142856,50.0,3.0,7.957282552753467,6.958630361991436,7.457956457372452
RIC,2021,17,United States Grand Prix,McLaren,-1.2914999999999992,93.808,95.0995,7.0,6.0,100.14411142857142,50.0,3.0,7.920226453937192,7.171899379937432,7.546062916937313
NOR,2021,17,United States Grand Prix,McLaren,-1.219500000000011,93.88,95.0995,8.0,7.0,100.21340857142856,50.0,3.0,7.753474009264033,7.027315671270647,7.39039484026734
GAS,2021,17,United States Grand Prix,AlphaTauri,-0.9815000000000113,94.118,95.0995,9.0,8.0,101.25287857142858,10.0,2.0,7.202264539372115,4.858533215727432,6.030398877549773
TSU,2021,17,United States Grand Prix,AlphaTauri,-0.1814999999999997,94.918,95.0995,10.0,10.0,101.12842113095238,48.0,3.0,5.349459598558918,5.118205080587994,5.233832339573456
VET,2021,17,United States Grand Prix,Aston Martin,0.1814999999999997,95.281,95.0995,12.0,18.0,101.07455167173252,47.0,3.0,4.508749356664944,5.230599991499918,4.869674674082431
OCO,2021,17,United States Grand Prix,Alpine,0.2774999999999892,95.377,95.0995,11.0,11.0,101.53809821428572,32.0,3.0,4.2864127637673874,4.263442104483367,4.274927434125377
RUS,2021,17,United States Grand Prix,Williams,0.646499999999989,95.746,95.0995,14.0,20.0,101.68189513677812,47.0,3.0,3.431806484817313,3.963419744374283,3.6976131145957982
ALO,2021,17,United States Grand Prix,Alpine,0.6564999999999941,95.756,95.0995,15.0,19.0,100.85181607142856,40.0,4.0,3.4086464230571365,5.695322457914616,4.551984440485876
GIO,2021,17,United States Grand Prix,Alfa Romeo Racing,0.6944999999999908,95.794,95.0995,13.0,12.0,101.39948104956268,49.0,3.0,3.3206381883685183,4.552657257290576,3.936647722829547
STR,2021,17,United States Grand Prix,Aston Martin,0.883499999999998,95.983,95.0995,16.0,13.0,101.52040838509316,46.0,3.0,2.8829130211013902,4.300350712903413,3.5916318670024014
LAT,2021,17,United States Grand Prix,Williams,0.8954999999999984,95.995,95.0995,17.0,14.0,101.96241033434652,47.0,3.0,2.855120946989192,3.378144133726942,3.116632540358067
RAI,2021,17,United States Grand Prix,Alfa Romeo Racing,1.211500000000001,96.311,95.0995,18.0,15.0,101.2905551948052,44.0,3.0,2.123262995367984,4.779923539870212,3.451593267619098
MSC,2021,17,United States Grand Prix,Haas F1 Team,1.399499999999989,96.499,95.0995,19.0,16.0,102.31268571428572,45.0,3.0,1.6878538342769156,2.647318714406639,2.1675862743417773
MAZ,2021,17,United States Grand Prix,Haas F1 Team,1.6965000000000003,96.796,95.0995,20.0,17.0,103.10222473867596,41.0,3.0,1.0,1.0,1.0
BOT,2021,18,Mexico City Grand Prix,Mercedes,-1.6124999999999972,75.875,77.4875,1.0,1.0,80.75961101152369,55.0,3.0,10.0,5.576330437518685,7.788165218759342
HAM,2021,18,Mexico City Grand Prix,Mercedes,-1.4675000000000011,76.02,77.4875,2.0,2.0,79.32539739978331,65.0,2.0,9.738895558223296,9.450199797097694,9.594547677660495
VER,2021,18,Mexico City Grand Prix,Red Bull Racing,-1.2625000000000028,76.225,77.4875,3.0,3.0,79.12184615384615,65.0,2.0,9.369747899159677,10.0,9.684873949579838
PER,2021,18,Mexico City Grand Prix,Red Bull Racing,-1.1454999999999984,76.342,77.4875,4.0,4.0,79.3575122426869,65.0,2.0,9.159063625450184,9.363456298853446,9.261259962151815
GAS,2021,18,Mexico City Grand Prix,AlphaTauri,-1.031499999999994,76.456,77.4875,5.0,5.0,80.03364485373781,65.0,2.0,8.953781512605037,7.537194587542591,8.245488050073813
TSU,2021,18,Mexico City Grand Prix,AlphaTauri,-0.7865000000000038,76.701,77.4875,9.0,17.0,,,,8.51260504201682,0.1,4.306302521008409
LEC,2021,18,Mexico City Grand Prix,Ferrari,-0.7394999999999925,76.748,77.4875,8.0,8.0,80.29189035752981,65.0,2.0,8.427971188475382,6.8396629672877145,7.633817077881549
SAI,2021,18,Mexico City Grand Prix,Ferrari,-0.7265000000000015,76.761,77.4875,6.0,6.0,80.15668723451822,63.0,2.0,8.404561824729901,7.204852107361789,7.8047069660458455
RIC,2021,18,Mexico City Grand Prix,McLaren,-0.7244999999999919,76.763,77.4875,7.0,7.0,81.00665265788278,62.0,2.0,8.400960384153652,4.909060892357175,6.655010638255414
NOR,2021,18,Mexico City Grand Prix,McLaren,-0.0144999999999981,77.473,77.4875,10.0,18.0,80.53971473284149,63.0,2.0,7.122448979591841,6.170279239356318,6.64636410947408
VET,2021,18,Mexico City Grand Prix,Aston Martin,0.0144999999999981,77.502,77.4875,11.0,9.0,80.42444498239436,64.0,2.0,7.070228091236506,6.481627528542876,6.775927809889691
RAI,2021,18,Mexico City Grand Prix,Alfa Romeo Racing,0.1184999999999973,77.606,77.4875,12.0,10.0,80.4803036971831,64.0,2.0,6.882953181272522,6.330750865600748,6.606852023436635
GIO,2021,18,Mexico City Grand Prix,Alfa Romeo Racing,0.4095000000000084,77.897,77.4875,14.0,11.0,81.19121500880281,64.0,2.0,6.358943577430966,4.410550468032457,5.384747022731712
RUS,2021,18,Mexico City Grand Prix,Williams,0.4705000000000012,77.958,77.4875,13.0,16.0,81.89284029601336,59.0,2.0,6.249099639855949,2.5154320004754926,4.3822658201657205
OCO,2021,18,Mexico City Grand Prix,Alpine,0.6385000000000076,78.126,77.4875,15.0,19.0,81.2906628660854,63.0,2.0,5.946578631452576,4.1419377564745865,5.044258193963581
ALO,2021,18,Mexico City Grand Prix,Alpine,0.964500000000001,78.452,77.4875,16.0,12.0,80.54846456866197,64.0,2.0,5.359543817527018,6.14664557655404,5.753094697040529
LAT,2021,18,Mexico City Grand Prix,Williams,1.268500000000003,78.756,77.4875,17.0,13.0,81.66784379001281,55.0,3.0,4.8121248499399805,3.123156723956676,3.967640786948328
MSC,2021,18,Mexico City Grand Prix,Haas F1 Team,1.370500000000007,78.858,77.4875,18.0,14.0,,,,4.628451380552219,0.1,2.3642256902761094
MAZ,2021,18,Mexico City Grand Prix,Haas F1 Team,1.8155,79.303,77.4875,19.0,15.0,82.4538951486698,45.0,3.0,3.827130852340947,1.0,2.4135654261704733
STR,2021,18,Mexico City Grand Prix,Aston Martin,3.3855000000000075,80.873,77.4875,20.0,20.0,80.94566100048569,58.0,3.0,1.0,5.073801842273165,3.0369009211365827
HAM,2021,19,São Paulo Grand Prix,Mercedes,-1.2169999999999987,67.934,69.151,1.0,10.0,72.08727540241449,56.0,4.0,10.0,10.0,10.0
VER,2021,19,São Paulo Grand Prix,Red Bull Racing,-0.7789999999999964,68.372,69.151,2.0,2.0,72.28473817907445,56.0,4.0,8.51525423728813,9.457896163833318,8.986575200560724
BOT,2021,19,São Paulo Grand Prix,Mercedes,-0.7249999999999943,68.426,69.151,3.0,1.0,72.48549606111244,59.0,4.0,8.332203389830493,8.90674612009163,8.619474754961061
PER,2021,19,São Paulo Grand Prix,Red Bull Racing,-0.6679999999999922,68.483,69.151,4.0,4.0,72.35171935315597,54.0,4.0,8.138983050847436,9.274009600326371,8.706496325586905
GAS,2021,19,São Paulo Grand Prix,AlphaTauri,-0.3739999999999952,68.777,69.151,5.0,7.0,73.43709205231389,56.0,4.0,7.1423728813559215,6.294284946209339,6.71832891378263
SAI,2021,19,São Paulo Grand Prix,Ferrari,-0.3250000000000028,68.826,69.151,6.0,3.0,72.96108135016998,58.0,4.0,6.976271186440693,7.601099486414944,7.288685336427818
LEC,2021,19,São Paulo Grand Prix,Ferrari,-0.2920000000000016,68.859,69.151,7.0,6.0,72.94146066051482,58.0,4.0,6.864406779661028,7.654965087366217,7.259685933513623
NOR,2021,19,São Paulo Grand Prix,McLaren,-0.1709999999999922,68.98,69.151,8.0,5.0,73.93350883482714,55.0,3.0,6.454237288135573,4.931448635032717,5.6928429615841445
RIC,2021,19,São Paulo Grand Prix,McLaren,-0.1119999999999947,69.039,69.151,9.0,11.0,73.4660585618977,38.0,3.0,6.254237288135581,6.214761826807531,6.2344995574715565
ALO,2021,19,São Paulo Grand Prix,Alpine,-0.0379999999999967,69.113,69.151,10.0,12.0,73.82172745243389,57.0,3.0,6.003389830508469,5.238327314814195,5.620858572661332
OCO,2021,19,São Paulo Grand Prix,Alpine,0.0379999999999967,69.189,69.151,11.0,8.0,74.022868226307,59.0,3.0,5.745762711864424,4.686126100132016,5.21594440599822
GIO,2021,19,São Paulo Grand Prix,Alfa Romeo Racing,0.1910000000000025,69.342,69.151,15.0,13.0,74.26161619718309,56.0,4.0,5.227118644067795,4.030680080997904,4.628899362532849
TSU,2021,19,São Paulo Grand Prix,AlphaTauri,0.198999999999998,69.35,69.151,13.0,15.0,74.40056011066397,56.0,3.0,5.200000000000013,3.649230828718281,4.424615414359147
VET,2021,19,São Paulo Grand Prix,Aston Martin,0.2480000000000046,69.399,69.151,12.0,9.0,73.71153274030145,57.0,4.0,5.033898305084736,5.540850034198154,5.287374169641446
RAI,2021,19,São Paulo Grand Prix,Alfa Romeo Racing,0.3520000000000038,69.503,69.151,14.0,0.0,73.73654110115237,55.0,4.0,4.681355932203383,5.472193406438536,5.07677466932096
STR,2021,19,São Paulo Grand Prix,Aston Martin,0.5120000000000005,69.663,69.151,16.0,14.0,74.2590927920464,34.0,3.0,4.138983050847463,4.0376077036513385,4.0882953772494
LAT,2021,19,São Paulo Grand Prix,Williams,0.7460000000000093,69.897,69.151,17.0,16.0,74.4074261777562,58.0,4.0,3.3457627118643822,3.630381092210832,3.488071902037607
RUS,2021,19,São Paulo Grand Prix,Williams,0.8020000000000067,69.953,69.151,18.0,17.0,74.57686670020121,56.0,3.0,3.1559322033898147,3.1652080668273883,3.1605701351086015
MSC,2021,19,São Paulo Grand Prix,Haas F1 Team,1.1779999999999973,70.329,69.151,19.0,18.0,74.68653024026513,51.0,4.0,1.8813559322034068,2.864143599073836,2.3727497656386216
MAZ,2021,19,São Paulo Grand Prix,Haas F1 Team,1.4380000000000024,70.589,69.151,20.0,19.0,75.3655495472837,56.0,3.0,1.0,1.0,1.0
HAM,2021,20,Qatar Grand Prix,Mercedes,-1.4190000000000111,80.827,82.24600000000001,1.0,1.0,85.49831798245614,48.0,3.0,10.0,10.0,10.0
VER,2021,20,Qatar Grand Prix,Red Bull Racing,-0.9640000000000128,81.282,82.24600000000001,2.0,7.0,85.60239254385965,48.0,3.0,9.186208267090622,9.773643361822606,9.479925814456614
BOT,2021,20,Qatar Grand Prix,Mercedes,-0.7680000000000149,81.478,82.24600000000001,3.0,6.0,87.19889122807018,45.0,2.0,8.835651828298893,6.301343597700326,7.568497712999609
GAS,2021,20,Qatar Grand Prix,AlphaTauri,-0.6060000000000088,81.64,82.24600000000001,4.0,2.0,87.24735274356102,47.0,3.0,8.54590620031796,6.195942377848351,7.370924289083156
ALO,2021,20,Qatar Grand Prix,Alpine,-0.5760000000000076,81.67,82.24600000000001,5.0,3.0,87.0699747368421,50.0,2.0,8.492249602543712,6.581730112584364,7.536989857564038
NOR,2021,20,Qatar Grand Prix,McLaren,-0.5150000000000148,81.731,82.24600000000001,6.0,4.0,87.1208399122807,48.0,3.0,8.383147853736094,6.471101060130847,7.427124456933471
SAI,2021,20,Qatar Grand Prix,Ferrari,-0.4060000000000059,81.84,82.24600000000001,7.0,5.0,87.41873999999999,50.0,2.0,8.188195548489656,5.823184206487344,7.0056898774885
TSU,2021,20,Qatar Grand Prix,AlphaTauri,-0.3650000000000091,81.881,82.24600000000001,8.0,8.0,87.59125767543858,48.0,3.0,8.11486486486486,5.447967433898151,6.7814161493815055
OCO,2021,20,Qatar Grand Prix,Alpine,-0.2340000000000088,82.012,82.24600000000001,9.0,9.0,87.41485684210527,50.0,2.0,7.880564387917324,5.831629868469554,6.856097128193438
VET,2021,20,Qatar Grand Prix,Aston Martin,-0.1000000000000085,82.146,82.24600000000001,10.0,10.0,87.49420604703248,47.0,2.0,7.640898251192363,5.659049566163639,6.649973908678001
PER,2021,20,Qatar Grand Prix,Red Bull Racing,0.0999999999999943,82.346,82.24600000000001,11.0,11.0,86.67870354457573,49.0,3.0,7.283187599364059,7.432724154766243,7.357955877065151
STR,2021,20,Qatar Grand Prix,Aston Martin,0.2139999999999844,82.46,82.24600000000001,12.0,12.0,87.39025077399381,51.0,2.0,7.079292527821946,5.885146758489181,6.482219643155563
LEC,2021,20,Qatar Grand Prix,Ferrari,0.2169999999999845,82.463,82.24600000000001,13.0,13.0,87.2942,50.0,2.0,7.073926868044521,6.094052085615957,6.583989476830238
RIC,2021,20,Qatar Grand Prix,McLaren,0.3509999999999849,82.597,82.24600000000001,14.0,14.0,88.13263372717509,49.0,2.0,6.83426073131956,4.270503302334713,5.552382016827137
RUS,2021,20,Qatar Grand Prix,Williams,0.5099999999999909,82.756,82.24600000000001,15.0,15.0,88.2384254385965,48.0,3.0,6.549880763116051,4.040411954156571,5.295146358636311
RAI,2021,20,Qatar Grand Prix,Alfa Romeo Racing,0.9099999999999966,83.156,82.24600000000001,16.0,16.0,87.69295285087719,48.0,3.0,5.834459459459443,5.226785833700049,5.5306226465797454
LAT,2021,20,Qatar Grand Prix,Williams,0.9669999999999844,83.213,82.24600000000001,17.0,17.0,88.55290929451287,47.0,2.0,5.732511923688399,3.3564262863207763,4.544469105004588
GIO,2021,20,Qatar Grand Prix,Alfa Romeo Racing,1.0159999999999911,83.262,82.24600000000001,18.0,18.0,88.08292448512586,46.0,3.0,5.644872813990454,4.378618261118785,5.011745537554619
MSC,2021,20,Qatar Grand Prix,Haas F1 Team,1.1609999999999872,83.407,82.24600000000001,19.0,19.0,88.52929645542427,49.0,2.0,5.385532591414944,3.407782956018344,4.396657773716644
MAZ,2021,20,Qatar Grand Prix,Haas F1 Team,3.612999999999985,85.859,82.24600000000001,20.0,20.0,89.63635016111708,49.0,2.0,1.0,1.0,1.0
HAM,2021,21,Saudi Arabian Grand Prix,Mercedes,-0.8944999999999936,87.511,88.40549999999999,1.0,1.0,91.08025806451612,31.0,2.0,10.0,10.0,10.0
BOT,2021,21,Saudi Arabian Grand Prix,Mercedes,-0.7834999999999894,87.622,88.40549999999999,2.0,2.0,91.61823333333332,30.0,2.0,9.66272788656312,8.638066129900643,9.15039700823188
VER,2021,21,Saudi Arabian Grand Prix,Red Bull Racing,-0.7524999999999835,87.653,88.40549999999999,3.0,3.0,91.38646875,32.0,2.0,9.568534773801456,9.22479948778362,9.396667130792538
PER,2021,21,Saudi Arabian Grand Prix,Red Bull Racing,-0.4594999999999913,87.946,88.40549999999999,5.0,5.0,91.556375,8.0,1.0,8.678257933828489,8.79466618978773,8.736462061808108
LEC,2021,21,Saudi Arabian Grand Prix,Ferrari,-0.3514999999999872,88.054,88.40549999999999,4.0,4.0,91.79193548387096,31.0,2.0,8.350101282916931,8.198323160588252,8.274212221752592
GAS,2021,21,Saudi Arabian Grand Prix,AlphaTauri,-0.2804999999999893,88.125,88.40549999999999,6.0,6.0,92.45754838709678,31.0,2.0,8.134368669817679,6.513262880268092,7.323815775042886
NOR,2021,21,Saudi Arabian Grand Prix,McLaren,-0.2254999999999825,88.18,88.40549999999999,7.0,7.0,92.43066666666668,33.0,2.0,7.967251856853446,6.581316427823921,7.274284142338684
RIC,2021,21,Saudi Arabian Grand Prix,McLaren,-0.1894999999999953,88.216,88.40549999999999,11.0,11.0,92.53116666666666,30.0,2.0,7.857866306549636,6.3268914349317456,7.09237887074069
TSU,2021,21,Saudi Arabian Grand Prix,AlphaTauri,-0.1834999999999951,88.222,88.40549999999999,8.0,8.0,92.6063448275862,29.0,3.0,7.839635381498994,6.136571006497912,6.9881031939984535
SAI,2021,21,Saudi Arabian Grand Prix,Ferrari,-0.1684999999999945,88.237,88.40549999999999,15.0,15.0,92.26354838709676,31.0,2.0,7.794058068872388,7.00439172226897,7.399224895570679
OCO,2021,21,Saudi Arabian Grand Prix,Alpine,0.1685000000000087,88.574,88.40549999999999,9.0,9.0,92.1292,30.0,2.0,6.770087778528018,7.344507020101515,7.057297399314766
GIO,2021,21,Saudi Arabian Grand Prix,Alfa Romeo Racing,0.2105000000000103,88.616,88.40549999999999,10.0,10.0,92.77719354838707,31.0,2.0,6.642471303173523,5.704051756991427,6.173261530082475
RAI,2021,21,Saudi Arabian Grand Prix,Alfa Romeo Racing,0.4505000000000052,88.856,88.40549999999999,12.0,12.0,93.49041379310344,29.0,3.0,5.913234301147881,3.8984691132847176,4.905851707216299
ALO,2021,21,Saudi Arabian Grand Prix,Alpine,0.5145000000000124,88.92,88.40549999999999,13.0,13.0,93.27410714285712,28.0,3.0,5.718771100607684,4.446069291906107,5.082420196256896
RUS,2021,21,Saudi Arabian Grand Prix,Williams,0.5205000000000126,88.926,88.40549999999999,14.0,14.0,93.74333333333334,6.0,1.0,5.700540175557042,3.2581800364161984,4.47936010598662
LAT,2021,21,Saudi Arabian Grand Prix,Williams,0.7715000000000174,89.177,88.40549999999999,16.0,16.0,93.43970967741936,31.0,2.0,4.937879810938528,4.026831245349669,4.482355528144098
VET,2021,21,Saudi Arabian Grand Prix,Aston Martin,0.792500000000004,89.198,88.40549999999999,17.0,17.0,93.45125000000002,24.0,2.0,4.874071573261323,3.997615857383925,4.435843715322624
STR,2021,21,Saudi Arabian Grand Prix,Aston Martin,0.9625000000000056,89.368,88.40549999999999,18.0,18.0,93.23290625,32.0,2.0,4.357528696826477,4.550373141382007,4.453950919104242
MSC,2021,21,Saudi Arabian Grand Prix,Haas F1 Team,1.058500000000009,89.464,88.40549999999999,19.0,19.0,93.8305,6.0,1.0,4.065833896016203,3.037509603111677,3.55167174956394
MAZ,2021,21,Saudi Arabian Grand Prix,Haas F1 Team,2.0675000000000097,90.473,88.40549999999999,20.0,20.0,94.63533333333334,6.0,1.0,1.0,1.0,1.0
VER,2021,22,Abu Dhabi Grand Prix,Red Bull Racing,-1.3000000000000114,82.109,83.409,1.0,1.0,86.07734922964049,47.0,4.0,10.0,10.0,10.0
HAM,2021,22,Abu Dhabi Grand Prix,Mercedes,-0.929000000000002,82.48,83.409,2.0,2.0,86.15561482024944,47.0,2.0,8.806220951018924,9.75965934419664,9.282940147607782
NOR,2021,22,Abu Dhabi Grand Prix,McLaren,-0.4780000000000086,82.931,83.409,3.0,3.0,87.39460224538894,43.0,3.0,7.355023239184843,5.954934330646565,6.654978784915704
PER,2021,22,Abu Dhabi Grand Prix,Red Bull Racing,-0.4620000000000033,82.947,83.409,4.0,4.0,86.3284214559387,45.0,3.0,7.303539506614214,9.228998809655446,8.266269158134829
SAI,2021,22,Abu Dhabi Grand Prix,Ferrari,-0.4170000000000016,82.992,83.409,5.0,5.0,87.4024175412294,46.0,2.0,7.158741508759365,5.930934852549247,6.544838180654306
BOT,2021,22,Abu Dhabi Grand Prix,Mercedes,-0.3730000000000046,83.036,83.409,6.0,6.0,87.46259070464768,46.0,2.0,7.017161244190194,5.74615304172804,6.381657142959117
LEC,2021,22,Abu Dhabi Grand Prix,Ferrari,-0.2870000000000061,83.122,83.409,7.0,7.0,87.80721010425019,43.0,3.0,6.740436181623164,4.687883988129984,5.714160084876575
TSU,2021,22,Abu Dhabi Grand Prix,AlphaTauri,-0.1890000000000071,83.22,83.409,8.0,8.0,87.47911800766282,45.0,3.0,6.425098319628174,5.695400433660901,6.0602493766445376
OCO,2021,22,Abu Dhabi Grand Prix,Alpine,-0.0200000000000102,83.389,83.409,9.0,9.0,87.94963678160919,45.0,2.0,5.881301394351103,4.250515269974033,5.065908332162568
RIC,2021,22,Abu Dhabi Grand Prix,McLaren,0.0,83.409,83.409,10.0,10.0,88.01298620689654,45.0,3.0,5.816946728637807,4.055979685435967,4.936463207036887
ALO,2021,22,Abu Dhabi Grand Prix,Alpine,0.0509999999999877,83.46,83.409,11.0,11.0,88.06803521643432,47.0,2.0,5.652842331069023,3.886933301824789,4.769887816446905
